prompt_id,ratio_max@1,ratio_mean@1,ratio_min@1,ratio_max@2,ratio_mean@2,ratio_min@2,ratio_max@3,ratio_mean@3,ratio_min@3,ratio_max@4,ratio_mean@4,ratio_min@4,ratio_max@5,ratio_mean@5,ratio_min@5,ratio_max@6,ratio_mean@6,ratio_min@6,ratio_max@7,ratio_mean@7,ratio_min@7
291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,0.4,0.4,0.4,0.7,0.6027397260273972,0.48484848484848486,0.7,0.5940594059405941,0.5714285714285714,0.7,0.6046511627906976,0.5714285714285714,0.7,0.6066666666666667,0.6190476190476191,0.7,0.6666666666666667,0.7222222222222222,0.7,0.6756756756756758,0.7647058823529411
291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.48780487804878053,0.5,0.5517241379310345,0.5333333333333333,0.5217391304347826,0.5517241379310345,0.5275590551181103,0.5,1.0,0.6620689655172414,0.6111111111111112,1.0,0.7763975155279503,0.6875
291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,0.5,0.5,0.5,0.5,0.532258064516129,0.5714285714285714,0.5,0.5227272727272728,0.5,0.5,0.5132743362831859,0.48,0.8235294117647058,0.6564885496183206,0.6666666666666666,0.8235294117647058,0.6711409395973155,0.6666666666666666,0.8235294117647058,0.6746987951807228,0.7058823529411765
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.49122807017543857,0.5,1.0,0.7215189873417722,0.6363636363636364,1.0,0.696969696969697,0.6,1.0,0.6974789915966387,0.6,1.0,0.746376811594203,0.631578947368421,1.0,0.7548387096774194,0.7058823529411765
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.5757575757575758,0.52,0.6097560975609756,0.5505617977528089,0.4782608695652174,0.6097560975609756,0.5833333333333334,0.5789473684210527,1.0,0.8387096774193549,0.6875,1.0,0.8214285714285715,0.6875,1.0,0.8129032258064516,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.9090909090909091,0.7142857142857143,0.5,0.9090909090909091,0.6483516483516484,0.5,0.9090909090909091,0.7168141592920354,0.6363636363636364,0.9090909090909091,0.8134328358208955,0.6666666666666666,0.9090909090909091,0.8724832214765101,0.9333333333333333,0.9090909090909091,0.8711656441717791,0.8571428571428571
294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,0.4772727272727273,0.4772727272727273,0.4772727272727273,1.0,0.8024691358024691,0.5675675675675675,1.0,0.9026548672566372,0.65625,1.0,0.8507462686567164,0.5714285714285714,1.0,0.8441558441558441,0.6,1.0,0.9310344827586207,0.6,1.0,0.9430051813471502,0.631578947368421
294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.4838709677419355,0.4642857142857143,0.44,0.8064516129032258,0.6710526315789473,0.55,0.8064516129032258,0.7340425531914894,0.6111111111111112,0.8064516129032258,0.7589285714285715,0.6111111111111112,0.8064516129032258,0.8046875000000001,0.6875,0.8064516129032258,0.7972027972027972,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.46153846153846156,0.5227272727272727,0.6111111111111112,0.6153846153846154,0.6290322580645161,0.6111111111111112,0.6153846153846154,0.6538461538461539,0.6875,0.6153846153846154,0.6914893617021276,0.6875,0.6153846153846154,0.6909090909090909,0.6875,0.6153846153846154,0.7419354838709676,0.7857142857142857
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.6923076923076923,0.5,0.8571428571428571,0.776595744680851,0.5172413793103449,0.8571428571428571,0.7540983606557377,0.5357142857142857,1.0,0.8819444444444444,0.6818181818181818,1.0,0.8711656441717791,0.7894736842105263,1.0,0.8508287292817679,0.6666666666666666
